row,col,level,conductance,conductance_uS
6,33,2,0.068966,7.83
6,34,3,0.103448,11.24
6,35,8,0.275862,28.31
6,36,3,0.103448,11.24
6,37,16,0.551724,55.62
6,38,4,0.137931,14.66
6,39,17,0.586207,59.03
6,40,28,0.965517,96.59
6,41,4,0.137931,14.66
6,42,27,0.931034,93.17
6,43,6,0.206897,21.48
6,44,9,0.310345,31.72
6,45,6,0.206897,21.48
6,46,7,0.241379,24.90
6,47,13,0.448276,45.38
6,48,20,0.689655,69.28
6,49,19,0.655172,65.86
6,50,19,0.655172,65.86
6,51,1,0.034483,4.41
6,52,23,0.793103,79.52
6,53,2,0.068966,7.83
6,54,18,0.620690,62.45
6,55,14,0.482759,48.79
6,56,9,0.310345,31.72
6,57,8,0.275862,28.31
6,58,5,0.172414,18.07
6,59,10,0.344828,35.14
6,60,6,0.206897,21.48
6,61,14,0.482759,48.79
6,62,3,0.103448,11.24
6,63,20,0.689655,69.28
7,0,28,0.965517,96.59
7,1,26,0.896552,89.76
7,2,11,0.379310,38.55
7,3,9,0.310345,31.72
7,4,11,0.379310,38.55
7,5,6,0.206897,21.48
7,6,0,0.000000,1.00
7,7,21,0.724138,72.69
7,8,3,0.103448,11.24
7,9,19,0.655172,65.86
7,10,6,0.206897,21.48
7,11,5,0.172414,18.07
7,12,28,0.965517,96.59
7,13,24,0.827586,82.93
7,14,10,0.344828,35.14
7,15,22,0.758621,76.10
7,16,28,0.965517,96.59
7,17,3,0.103448,11.24
7,18,3,0.103448,11.24
7,19,16,0.551724,55.62
7,20,24,0.827586,82.93
7,21,29,1.000000,100.00
7,22,14,0.482759,48.79
7,23,27,0.931034,93.17
7,24,23,0.793103,79.52
7,25,12,0.413793,41.97
7,26,10,0.344828,35.14
7,27,24,0.827586,82.93
7,28,19,0.655172,65.86
7,29,28,0.965517,96.59
7,30,0,0.000000,1.00
7,31,13,0.448276,45.38
7,32,20,0.689655,69.28
7,33,10,0.344828,35.14
7,34,6,0.206897,21.48
7,35,14,0.482759,48.79
7,36,12,0.413793,41.97
7,37,7,0.241379,24.90
7,38,15,0.517241,52.21
7,39,24,0.827586,82.93
7,40,29,1.000000,100.00
7,41,8,0.275862,28.31
7,42,17,0.586207,59.03
7,43,24,0.827586,82.93
7,44,10,0.344828,35.14
7,45,11,0.379310,38.55
7,46,20,0.689655,69.28
7,47,25,0.862069,86.34
7,48,2,0.068966,7.83
7,49,5,0.172414,18.07
7,50,2,0.068966,7.83
7,51,1,0.034483,4.41
7,52,4,0.137931,14.66
7,53,19,0.655172,65.86
7,54,8,0.275862,28.31
7,55,28,0.965517,96.59
7,56,13,0.448276,45.38
7,57,11,0.379310,38.55
7,58,18,0.620690,62.45
7,59,17,0.586207,59.03
7,60,13,0.448276,45.38
7,61,27,0.931034,93.17
7,62,1,0.034483,4.41
7,63,18,0.620690,62.45
8,0,24,0.827586,82.93
8,1,19,0.655172,65.86
8,2,13,0.448276,45.38
8,3,11,0.379310,38.55
8,4,16,0.551724,55.62
8,5,0,0.000000,1.00
8,6,22,0.758621,76.10
8,7,13,0.448276,45.38
8,8,2,0.068966,7.83
8,9,6,0.206897,21.48
8,10,17,0.586207,59.03
8,11,1,0.034483,4.41
8,12,20,0.689655,69.28
8,13,18,0.620690,62.45
8,14,20,0.689655,69.28
8,15,13,0.448276,45.38
8,16,18,0.620690,62.45
8,17,2,0.068966,7.83
8,18,20,0.689655,69.28
8,19,25,0.862069,86.34
8,20,27,0.931034,93.17
8,21,9,0.310345,31.72
8,22,22,0.758621,76.10
8,23,5,0.172414,18.07
8,24,13,0.448276,45.38
8,25,29,1.000000,100.00
8,26,3,0.103448,11.24
8,27,6,0.206897,21.48
8,28,4,0.137931,14.66
8,29,25,0.862069,86.34
8,30,29,1.000000,100.00
8,31,20,0.689655,69.28
8,32,3,0.103448,11.24
8,33,16,0.551724,55.62
8,34,19,0.655172,65.86
8,35,26,0.896552,89.76
8,36,28,0.965517,96.59
8,37,23,0.793103,79.52
8,38,22,0.758621,76.10
8,39,22,0.758621,76.10
8,40,24,0.827586,82.93
8,41,25,0.862069,86.34
8,42,24,0.827586,82.93
8,43,18,0.620690,62.45
8,44,25,0.862069,86.34
8,45,10,0.344828,35.14
8,46,21,0.724138,72.69
8,47,12,0.413793,41.97
8,48,6,0.206897,21.48
8,49,6,0.206897,21.48
8,50,23,0.793103,79.52
8,51,11,0.379310,38.55
8,52,29,1.000000,100.00
8,53,3,0.103448,11.24
8,54,14,0.482759,48.79
8,55,13,0.448276,45.38
8,56,15,0.517241,52.21
8,57,22,0.758621,76.10
8,58,14,0.482759,48.79
8,59,5,0.172414,18.07
8,60,18,0.620690,62.45
8,61,1,0.034483,4.41
8,62,25,0.862069,86.34
8,63,17,0.586207,59.03
9,0,24,0.827586,82.93
9,1,21,0.724138,72.69
9,2,2,0.068966,7.83
9,3,6,0.206897,21.48
9,4,4,0.137931,14.66
9,5,14,0.482759,48.79
9,6,7,0.241379,24.90
9,7,26,0.896552,89.76
9,8,24,0.827586,82.93
9,9,25,0.862069,86.34
9,10,13,0.448276,45.38
9,11,28,0.965517,96.59
9,12,18,0.620690,62.45
9,13,17,0.586207,59.03
9,14,22,0.758621,76.10
9,15,14,0.482759,48.79
9,16,16,0.551724,55.62
9,17,18,0.620690,62.45
9,18,22,0.758621,76.10
9,19,4,0.137931,14.66
9,20,6,0.206897,21.48
9,21,10,0.344828,35.14
9,22,19,0.655172,65.86
9,23,6,0.206897,21.48
9,24,12,0.413793,41.97
9,25,28,0.965517,96.59
9,26,22,0.758621,76.10
9,27,2,0.068966,7.83
9,28,6,0.206897,21.48
9,29,0,0.000000,1.00
9,30,19,0.655172,65.86
9,31,23,0.793103,79.52
9,32,10,0.344828,35.14
9,33,12,0.413793,41.97
9,34,23,0.793103,79.52
9,35,18,0.620690,62.45
9,36,21,0.724138,72.69
9,37,20,0.689655,69.28
9,38,18,0.620690,62.45
9,39,3,0.103448,11.24
9,40,9,0.310345,31.72
9,41,7,0.241379,24.90
9,42,1,0.034483,4.41
9,43,16,0.551724,55.62
9,44,11,0.379310,38.55
9,45,27,0.931034,93.17
9,46,3,0.103448,11.24
9,47,3,0.103448,11.24
9,48,0,0.000000,1.00
9,49,19,0.655172,65.86
9,50,22,0.758621,76.10
9,51,26,0.896552,89.76
9,52,9,0.310345,31.72
9,53,8,0.275862,28.31
9,54,14,0.482759,48.79
9,55,13,0.448276,45.38
9,56,7,0.241379,24.90
9,57,10,0.344828,35.14
9,58,29,1.000000,100.00
9,59,23,0.793103,79.52
9,60,21,0.724138,72.69
9,61,2,0.068966,7.83
9,62,9,0.310345,31.72
9,63,24,0.827586,82.93
10,0,14,0.482759,48.79
10,1,18,0.620690,62.45
10,2,16,0.551724,55.62
10,3,15,0.517241,52.21
10,4,3,0.103448,11.24
10,5,11,0.379310,38.55
10,6,4,0.137931,14.66
10,7,20,0.689655,69.28
10,8,7,0.241379,24.90
10,9,2,0.068966,7.83
10,10,3,0.103448,11.24
10,11,3,0.103448,11.24
10,12,23,0.793103,79.52
10,13,26,0.896552,89.76
10,14,0,0.000000,1.00
10,15,9,0.310345,31.72
10,16,14,0.482759,48.79
10,17,20,0.689655,69.28
10,18,25,0.862069,86.34
10,19,4,0.137931,14.66
10,20,18,0.620690,62.45
10,21,23,0.793103,79.52
10,22,7,0.241379,24.90
10,23,1,0.034483,4.41
10,24,18,0.620690,62.45
10,25,5,0.172414,18.07
10,26,17,0.586207,59.03
10,27,15,0.517241,52.21
10,28,2,0.068966,7.83
10,29,3,0.103448,11.24
10,30,25,0.862069,86.34
10,31,18,0.620690,62.45
10,32,26,0.896552,89.76
10,33,11,0.379310,38.55
10,34,7,0.241379,24.90
10,35,13,0.448276,45.38
10,36,22,0.758621,76.10
10,37,9,0.310345,31.72
10,38,13,0.448276,45.38
10,39,24,0.827586,82.93
10,40,22,0.758621,76.10
10,41,13,0.448276,45.38
10,42,12,0.413793,41.97
10,43,23,0.793103,79.52
10,44,22,0.758621,76.10
10,45,4,0.137931,14.66
10,46,24,0.827586,82.93
10,47,29,1.000000,100.00
10,48,22,0.758621,76.10
10,49,21,0.724138,72.69
10,50,2,0.068966,7.83
10,51,7,0.241379,24.90
10,52,14,0.482759,48.79
10,53,13,0.448276,45.38
10,54,23,0.793103,79.52
10,55,9,0.310345,31.72
10,56,9,0.310345,31.72
10,57,25,0.862069,86.34
10,58,16,0.551724,55.62
10,59,2,0.068966,7.83
10,60,17,0.586207,59.03
10,61,28,0.965517,96.59
10,62,21,0.724138,72.69
10,63,7,0.241379,24.90
11,0,9,0.310345,31.72
11,1,13,0.448276,45.38
11,2,7,0.241379,24.90
11,3,12,0.413793,41.97
11,4,13,0.448276,45.38
11,5,25,0.862069,86.34
11,6,14,0.482759,48.79
11,7,6,0.206897,21.48
11,8,8,0.275862,28.31
11,9,20,0.689655,69.28
11,10,11,0.379310,38.55
11,11,11,0.379310,38.55
11,12,15,0.517241,52.21
11,13,8,0.275862,28.31
11,14,2,0.068966,7.83
11,15,22,0.758621,76.10
11,16,24,0.827586,82.93
11,17,9,0.310345,31.72
11,18,3,0.103448,11.24
11,19,15,0.517241,52.21
11,20,1,0.034483,4.41
11,21,2,0.068966,7.83
11,22,1,0.034483,4.41
11,23,4,0.137931,14.66
11,24,14,0.482759,48.79
11,25,14,0.482759,48.79
11,26,12,0.413793,41.97
11,27,27,0.931034,93.17
11,28,2,0.068966,7.83
11,29,6,0.206897,21.48
11,30,20,0.689655,69.28
11,31,16,0.551724,55.62
11,32,29,1.000000,100.00
11,33,13,0.448276,45.38
11,34,16,0.551724,55.62
11,35,12,0.413793,41.97
11,36,0,0.000000,1.00
11,37,1,0.034483,4.41
11,38,12,0.413793,41.97
11,39,26,0.896552,89.76
11,40,29,1.000000,100.00
11,41,28,0.965517,96.59
11,42,9,0.310345,31.72
11,43,15,0.517241,52.21
11,44,29,1.000000,100.00
11,45,16,0.551724,55.62
11,46,21,0.724138,72.69
11,47,6,0.206897,21.48
11,48,12,0.413793,41.97
11,49,4,0.137931,14.66
11,50,6,0.206897,21.48
11,51,9,0.310345,31.72
11,52,9,0.310345,31.72
11,53,17,0.586207,59.03
11,54,10,0.344828,35.14
11,55,4,0.137931,14.66
11,56,14,0.482759,48.79
11,57,21,0.724138,72.69
11,58,27,0.931034,93.17
11,59,5,0.172414,18.07
11,60,24,0.827586,82.93
11,61,7,0.241379,24.90
11,62,25,0.862069,86.34
11,63,6,0.206897,21.48
12,0,7,0.241379,24.90
12,1,6,0.206897,21.48
12,2,14,0.482759,48.79
12,3,3,0.103448,11.24
12,4,20,0.689655,69.28
12,5,17,0.586207,59.03
12,6,26,0.896552,89.76
12,7,1,0.034483,4.41
12,8,16,0.551724,55.62
12,9,2,0.068966,7.83
12,10,1,0.034483,4.41
12,11,10,0.344828,35.14
12,12,15,0.517241,52.21
12,13,0,0.000000,1.00
12,14,22,0.758621,76.10
12,15,19,0.655172,65.86
12,16,11,0.379310,38.55
12,17,12,0.413793,41.97
12,18,29,1.000000,100.00
12,19,5,0.172414,18.07
12,20,26,0.896552,89.76
12,21,11,0.379310,38.55
12,22,8,0.275862,28.31
12,23,29,1.000000,100.00
12,24,1,0.034483,4.41
12,25,21,0.724138,72.69
12,26,20,0.689655,69.28
12,27,19,0.655172,65.86
12,28,0,0.000000,1.00
12,29,17,0.586207,59.03
12,30,3,0.103448,11.24
12,31,13,0.448276,45.38
12,32,28,0.965517,96.59
12,33,29,1.000000,100.00
12,34,13,0.448276,45.38
12,35,26,0.896552,89.76
12,36,27,0.931034,93.17
12,37,7,0.241379,24.90
12,38,11,0.379310,38.55
12,39,26,0.896552,89.76
12,40,5,0.172414,18.07
12,41,22,0.758621,76.10
12,42,17,0.586207,59.03
12,43,6,0.206897,21.48
12,44,11,0.379310,38.55
12,45,26,0.896552,89.76
12,46,28,0.965517,96.59
12,47,29,1.000000,100.00
12,48,4,0.137931,14.66
12,49,3,0.103448,11.24
12,50,3,0.103448,11.24
12,51,2,0.068966,7.83
12,52,22,0.758621,76.10
12,53,12,0.413793,41.97
12,54,5,0.172414,18.07
12,55,12,0.413793,41.97
12,56,13,0.448276,45.38
12,57,22,0.758621,76.10
12,58,15,0.517241,52.21
12,59,3,0.103448,11.24
12,60,13,0.448276,45.38
12,61,21,0.724138,72.69
12,62,6,0.206897,21.48
12,63,23,0.793103,79.52
13,0,23,0.793103,79.52
13,1,17,0.586207,59.03
13,2,25,0.862069,86.34
13,3,4,0.137931,14.66
13,4,16,0.551724,55.62
13,5,14,0.482759,48.79
13,6,3,0.103448,11.24
13,7,15,0.517241,52.21
13,8,25,0.862069,86.34
13,9,16,0.551724,55.62
13,10,21,0.724138,72.69
13,11,18,0.620690,62.45
13,12,17,0.586207,59.03
13,13,2,0.068966,7.83
13,14,5,0.172414,18.07
13,15,23,0.793103,79.52
13,16,26,0.896552,89.76
13,17,23,0.793103,79.52
13,18,7,0.241379,24.90
13,19,2,0.068966,7.83
13,20,12,0.413793,41.97
13,21,0,0.000000,1.00
13,22,26,0.896552,89.76
13,23,20,0.689655,69.28
13,24,14,0.482759,48.79
13,25,10,0.344828,35.14
13,26,25,0.862069,86.34
13,27,28,0.965517,96.59
13,28,20,0.689655,69.28
13,29,13,0.448276,45.38
13,30,26,0.896552,89.76
13,31,20,0.689655,69.28
13,32,14,0.482759,48.79
13,33,20,0.689655,69.28
13,34,18,0.620690,62.45
13,35,19,0.655172,65.86
13,36,1,0.034483,4.41
13,37,2,0.068966,7.83
13,38,24,0.827586,82.93
13,39,7,0.241379,24.90
13,40,29,1.000000,100.00
13,41,21,0.724138,72.69
13,42,23,0.793103,79.52
13,43,24,0.827586,82.93
13,44,21,0.724138,72.69
13,45,25,0.862069,86.34
13,46,28,0.965517,96.59
13,47,26,0.896552,89.76
13,48,18,0.620690,62.45
13,49,24,0.827586,82.93
13,50,14,0.482759,48.79
13,51,28,0.965517,96.59
13,52,2,0.068966,7.83
13,53,16,0.551724,55.62
13,54,5,0.172414,18.07
13,55,8,0.275862,28.31
13,56,6,0.206897,21.48
13,57,1,0.034483,4.41
13,58,29,1.000000,100.00
13,59,7,0.241379,24.90
13,60,21,0.724138,72.69
13,61,1,0.034483,4.41
13,62,15,0.517241,52.21
13,63,10,0.344828,35.14
14,0,20,0.689655,69.28
14,1,26,0.896552,89.76
14,2,26,0.896552,89.76
14,3,7,0.241379,24.90
14,4,16,0.551724,55.62
14,5,25,0.862069,86.34
14,6,3,0.103448,11.24
14,7,10,0.344828,35.14
14,8,0,0.000000,1.00
14,9,7,0.241379,24.90
14,10,6,0.206897,21.48
14,11,15,0.517241,52.21
14,12,10,0.344828,35.14
14,13,1,0.034483,4.41
14,14,26,0.896552,89.76
14,15,20,0.689655,69.28
14,16,27,0.931034,93.17
14,17,5,0.172414,18.07
14,18,7,0.241379,24.90
14,19,6,0.206897,21.48
14,20,9,0.310345,31.72
14,21,8,0.275862,28.31
14,22,22,0.758621,76.10
14,23,7,0.241379,24.90
14,24,22,0.758621,76.10
14,25,4,0.137931,14.66
14,26,10,0.344828,35.14
14,27,20,0.689655,69.28
14,28,5,0.172414,18.07
14,29,6,0.206897,21.48
14,30,20,0.689655,69.28
14,31,12,0.413793,41.97
14,32,2,0.068966,7.83
14,33,19,0.655172,65.86
14,34,15,0.517241,52.21
